MonthYear,EventBaseCode,Count
201610   ,011          ,17
202003   ,190          ,312
201702   ,152          ,16
201610   ,186          ,32
201609   ,103          ,3
201612   ,100          ,238
201506   ,090          ,342
201504   ,111          ,569
201511   ,055          ,29
201602   ,015          ,51
201509   ,193          ,208
201503   ,073          ,38
201605   ,062          ,32
201502   ,042          ,577
201602   ,114          ,130
202005   ,071          ,8
201709   ,080          ,306
201805   ,035          ,32
201801   ,051          ,1811
201905   ,171          ,80
201803   ,046          ,1257
201705   ,046          ,965
201705   ,033          ,47
201705   ,073          ,101
201810   ,080          ,245
201810   ,011          ,16
201911   ,182          ,68
201805   ,183          ,1
201701   ,039          ,4
201910   ,120          ,397
201901   ,190          ,1014
201812   ,044          ,111
201808   ,191          ,16
201712   ,110          ,505
201712   ,190          ,681
201712   ,045          ,12
201709   ,171          ,73
201608   ,143          ,9
201705   ,105          ,4
201711   ,056          ,26
201711   ,035          ,53
201903   ,051          ,1346
201806   ,160          ,130
201806   ,083          ,98
201811   ,030          ,508
201811   ,013          ,287
201811   ,166          ,6
201907   ,011          ,18
201907   ,028          ,7
201908   ,040          ,1358
201908   ,012          ,323
202001   ,192          ,81
201612   ,166          ,8
202002   ,154          ,26
202002   ,113          ,3
201503   ,191          ,29
201603   ,128          ,43
201904   ,084          ,313
201907   ,131          ,6
201606   ,056          ,59
201804   ,140          ,4
201710   ,152          ,10
201601   ,063          ,6
201510   ,021          ,78
201806   ,144          ,12
201708   ,151          ,2
201503   ,114          ,137
201909   ,192          ,83
201906   ,130          ,190
201505   ,075          ,32
201602   ,075          ,20
201601   ,143          ,13
201807   ,037          ,11
201501   ,090          ,1
201908   ,122          ,5
201712   ,134          ,1
201509   ,143          ,15
201906   ,194          ,10
201605   ,123          ,2
201512   ,053          ,1
201707   ,086          ,5
201707   ,037          ,2
201904   ,122          ,4
201607   ,106          ,1
201601   ,203          ,1
201508   ,184          ,1
201501   ,193          ,1
201902   ,140          ,4
202005   ,018          ,1
201607   ,113          ,16
202004   ,162          ,33
201704   ,075          ,25
201704   ,012          ,371
201704   ,186          ,44
201704   ,044          ,46
201611   ,104          ,63
201611   ,090          ,541
201702   ,193          ,216
201702   ,017          ,132
201701   ,125          ,73
201707   ,040          ,3463
201707   ,014          ,281
201707   ,050          ,384
201608   ,030          ,414
201608   ,172          ,283
201608   ,017          ,356
201611   ,181          ,52
201511   ,010          ,1970
201706   ,057          ,731
202003   ,041          ,116
202003   ,060          ,138
201703   ,173          ,567
201604   ,161          ,31
201706   ,056          ,9
201612   ,172          ,374
201612   ,037          ,5
201612   ,044          ,34
201708   ,081          ,17
201608   ,054          ,44
201601   ,190          ,630
201512   ,012          ,370
201503   ,112          ,363
201602   ,016          ,52
201503   ,012          ,448
201610   ,124          ,12
201805   ,045          ,72
201801   ,050          ,315
201807   ,090          ,528
201804   ,138          ,74
201802   ,111          ,1196
201802   ,022          ,38
201804   ,150          ,19
201810   ,050          ,219
201911   ,017          ,208
201902   ,010          ,2347
201801   ,064          ,8
201910   ,193          ,211
201910   ,174          ,57
201808   ,104          ,12
201710   ,062          ,78
201812   ,071          ,253
201901   ,143          ,10
201505   ,033          ,93
201502   ,012          ,98
201712   ,013          ,369
201607   ,110          ,536
201607   ,056          ,128
201705   ,123          ,5
201811   ,026          ,148
201811   ,061          ,177
201907   ,030          ,262
201809   ,031          ,112
202001   ,042          ,1480
202002   ,010          ,1140
201510   ,050          ,278
201601   ,014          ,89
201512   ,045          ,40
201802   ,091          ,3
201808   ,054          ,2
201606   ,015          ,67
201606   ,143          ,37
201712   ,194          ,8
201511   ,139          ,3
201601   ,129          ,27
201902   ,134          ,2
201911   ,082          ,6
201911   ,152          ,11
201706   ,063          ,1
201605   ,145          ,17
201909   ,114          ,190
201909   ,018          ,52
201906   ,020          ,1025
201906   ,082          ,4
201906   ,018          ,10
201502   ,171          ,22
201601   ,162          ,10
201910   ,144          ,6
201910   ,045          ,21
201805   ,091          ,6
201505   ,052          ,8
201812   ,101          ,8
201812   ,032          ,13
201511   ,064          ,3
201902   ,162          ,8
201812   ,151          ,2
201512   ,194          ,35
201904   ,081          ,11
201508   ,101          ,5
201904   ,063          ,8
202004   ,064          ,1
201711   ,063          ,4
201909   ,053          ,3
201505   ,074          ,2
201812   ,106          ,4
201505   ,034          ,1
202004   ,124          ,11
201704   ,112          ,670
201611   ,112          ,381
201701   ,191          ,42
201602   ,192          ,57
201707   ,100          ,263
202003   ,073          ,125
201610   ,046          ,868
201706   ,154          ,30
201706   ,054          ,17
201604   ,017          ,331
201903   ,084          ,365
201602   ,042          ,1484
201703   ,031          ,143
201612   ,120          ,865
201608   ,127          ,11
201604   ,030          ,393
201508   ,163          ,27
201509   ,138          ,78
201709   ,041          ,89
201805   ,100          ,178
201805   ,133          ,11
202005   ,074          ,1
201801   ,045          ,19
201801   ,180          ,143
201803   ,172          ,502
201804   ,124          ,15
201705   ,087          ,144
201810   ,171          ,116
201810   ,100          ,203
201810   ,055          ,38
201911   ,050          ,157
201609   ,183          ,2
201901   ,046          ,781
201705   ,018          ,32
201910   ,012          ,318
201910   ,100          ,137
201808   ,017          ,294
201808   ,161          ,27
201808   ,163          ,10
201812   ,191          ,29
201905   ,144          ,2
201503   ,033          ,134
201901   ,151          ,2
201901   ,038          ,1
201712   ,023          ,60
201711   ,020          ,1983
201711   ,173          ,429
201806   ,046          ,953
201809   ,043          ,1609
201809   ,110          ,417
201908   ,152          ,25
201908   ,181          ,1
201908   ,163          ,13
202001   ,046          ,598
202002   ,061          ,62
202002   ,063          ,7
201602   ,138          ,137
201807   ,164          ,18
201912   ,051          ,1133
201912   ,017          ,114
201702   ,129          ,11
201902   ,144          ,16
201703   ,140          ,6
201909   ,141          ,170
201909   ,105          ,4
201508   ,054          ,10
201702   ,185          ,1
201502   ,062          ,63
201503   ,182          ,79
201806   ,104          ,15
201807   ,034          ,3
201806   ,086          ,4
201709   ,093          ,3
201811   ,021          ,37
201504   ,052          ,18
201603   ,032          ,8
201602   ,092          ,8
201812   ,103          ,4
201605   ,037          ,3
201503   ,021          ,13
201605   ,185          ,1
201707   ,153          ,6
201908   ,064          ,4
201904   ,194          ,4
201703   ,037          ,22
201511   ,113          ,5
201504   ,034          ,4
201602   ,121          ,1
201905   ,091          ,2
201910   ,115          ,1
201809   ,024          ,2
202004   ,100          ,125
202004   ,062          ,26
202003   ,020          ,1047
201704   ,061          ,137
201611   ,084          ,425
201611   ,016          ,64
201701   ,138          ,102
201702   ,130          ,294
201702   ,180          ,96
201702   ,203          ,20
201708   ,070          ,193
201708   ,042          ,1332
201708   ,130          ,259
201703   ,046          ,1246
201610   ,082          ,2
202003   ,110          ,165
201708   ,064          ,3
201509   ,036          ,1479
201609   ,022          ,55
201706   ,161          ,9
201507   ,042          ,1292
201601   ,010          ,2231
201506   ,190          ,487
201605   ,100          ,186
201506   ,042          ,1346
201505   ,036          ,1118
201503   ,057          ,479
201508   ,026          ,97
201511   ,080          ,357
201510   ,130          ,260
201603   ,110          ,330
201509   ,182          ,83
201709   ,112          ,516
201801   ,011          ,8
201801   ,128          ,50
201609   ,038          ,5
201803   ,060          ,303
201803   ,037          ,19
201803   ,192          ,62
201804   ,129          ,74
201803   ,127          ,6
201810   ,042          ,1392
201911   ,031          ,83
201902   ,026          ,277
201901   ,120          ,453
201705   ,163          ,44
201808   ,044          ,21
201808   ,150          ,11
201710   ,160          ,107
201901   ,110          ,319
201812   ,114          ,133
201901   ,087          ,119
201812   ,023          ,52
201905   ,022          ,12
201510   ,064          ,8
201709   ,128          ,98
201607   ,033          ,194
201711   ,081          ,72
201711   ,044          ,39
201806   ,050          ,247
201811   ,160          ,128
201811   ,128          ,34
201907   ,160          ,88
201907   ,072          ,64
201712   ,054          ,21
201809   ,083          ,51
201809   ,014          ,177
201809   ,072          ,80
201908   ,042          ,1367
202001   ,190          ,1107
202001   ,051          ,1474
202001   ,086          ,12
202002   ,080          ,195
202002   ,033          ,16
201506   ,160          ,152
202001   ,075          ,10
201709   ,085          ,9
201907   ,023          ,31
201508   ,073          ,99
201807   ,139          ,3
201902   ,191          ,19
201509   ,018          ,29
201801   ,028          ,8
201909   ,016          ,45
201710   ,039          ,1
202002   ,115          ,1
201906   ,111          ,363
201602   ,186          ,19
201704   ,037          ,1
201505   ,161          ,28
201502   ,041          ,36
201502   ,017          ,30
201807   ,053          ,11
201503   ,032          ,14
201806   ,027          ,3
201604   ,144          ,3
201907   ,074          ,2
201906   ,131          ,13
201508   ,025          ,13
201806   ,019          ,4
201901   ,085          ,1
201911   ,074          ,1
201908   ,105          ,2
201809   ,183          ,1
201511   ,133          ,1
201504   ,024          ,2
201904   ,039          ,2
201801   ,185          ,3
202004   ,013          ,135
202004   ,026          ,42
201704   ,021          ,41
201704   ,045          ,20
201611   ,043          ,1861
201707   ,128          ,117
201707   ,071          ,336
201707   ,023          ,123
201707   ,015          ,52
202004   ,015          ,23
201608   ,111          ,464
201610   ,041          ,104
201610   ,027          ,8
201703   ,071          ,488
201604   ,036          ,1099
201704   ,121          ,2
201709   ,012          ,620
201609   ,017          ,226
201609   ,114          ,208
201612   ,180          ,165
201612   ,072          ,140
201601   ,043          ,1576
201708   ,028          ,1
201608   ,027          ,6
201603   ,043          ,1619
201610   ,052          ,10
201709   ,060          ,203
201805   ,186          ,23
201801   ,080          ,362
201905   ,030          ,288
201905   ,110          ,290
201702   ,045          ,28
201803   ,114          ,269
201803   ,025          ,33
201807   ,043          ,1617
201807   ,193          ,272
201807   ,173          ,390
201807   ,175          ,9
201804   ,024          ,4
201810   ,180          ,74
201911   ,051          ,1284
201911   ,171          ,45
201910   ,013          ,295
201808   ,071          ,263
201808   ,015          ,46
201808   ,181          ,12
201901   ,080          ,241
201812   ,057          ,636
201901   ,061          ,130
201901   ,060          ,221
201509   ,127          ,18
201511   ,163          ,11
201712   ,075          ,76
201712   ,100          ,212
201712   ,034          ,16
201709   ,161          ,5
201903   ,190          ,693
201903   ,055          ,30
201806   ,141          ,201
201811   ,015          ,47
201811   ,192          ,59
201811   ,161          ,39
201907   ,182          ,50
201907   ,114          ,136
201907   ,180          ,61
202001   ,044          ,18
201612   ,142          ,4
202002   ,145          ,4
201602   ,191          ,25
201802   ,104          ,22
202001   ,174          ,55
201907   ,186          ,20
201912   ,013          ,202
201912   ,033          ,53
201912   ,073          ,48
201506   ,044          ,35
201503   ,011          ,70
201512   ,101          ,10
201901   ,035          ,27
201909   ,033          ,70
201909   ,031          ,112
201904   ,015          ,39
201904   ,053          ,2
201904   ,115          ,2
201903   ,011          ,9
201604   ,053          ,4
201606   ,085          ,18
201501   ,164          ,1
201512   ,143          ,10
201512   ,139          ,8
201812   ,174          ,94
201606   ,024          ,24
201811   ,143          ,11
201512   ,162          ,1
201910   ,104          ,5
201609   ,093          ,1
201506   ,202          ,2
201501   ,150          ,3
201806   ,103          ,1
201607   ,102          ,2
201808   ,025          ,12
201510   ,127          ,6
201904   ,091          ,6
201908   ,183          ,3
201801   ,202          ,2
202004   ,130          ,113
202004   ,061          ,75
202004   ,052          ,5
201704   ,190          ,881
201611   ,195          ,18
201701   ,172          ,471
201702   ,057          ,566
201702   ,190          ,875
201707   ,170          ,13
201511   ,036          ,1171
201608   ,202          ,7
201706   ,012          ,367
201704   ,166          ,6
201610   ,191          ,24
201603   ,171          ,184
201703   ,162          ,17
201510   ,103          ,2
201707   ,150          ,75
201706   ,203          ,13
201612   ,182          ,198
201612   ,203          ,7
201707   ,140          ,15
201512   ,084          ,330
201502   ,164          ,10
201508   ,013          ,372
201511   ,138          ,183
201605   ,072          ,122
201610   ,170          ,6
201709   ,150          ,168
201805   ,080          ,279
201705   ,057          ,618
201805   ,203          ,3
201609   ,082          ,2
201807   ,112          ,310
201807   ,061          ,131
201806   ,173          ,492
201804   ,020          ,1304
201612   ,127          ,6
201705   ,164          ,22
201810   ,172          ,273
201810   ,052          ,16
201911   ,138          ,116
201911   ,054          ,13
201706   ,170          ,2
201801   ,075          ,21
201910   ,090          ,420
201808   ,042          ,1395
201808   ,026          ,90
201808   ,122          ,6
201710   ,054          ,24
201812   ,160          ,101
201901   ,020          ,1538
201901   ,057          ,405
201810   ,053          ,3
201803   ,086          ,2
201712   ,055          ,26
201606   ,036          ,2327
201607   ,027          ,17
201903   ,110          ,320
201806   ,042          ,1443
201811   ,022          ,36
202001   ,180          ,94
202001   ,061          ,62
201504   ,061          ,145
201502   ,031          ,46
201606   ,127          ,15
201606   ,070          ,335
201912   ,080          ,191
201612   ,091          ,1
201601   ,073          ,64
201510   ,081          ,23
201710   ,018          ,25
201509   ,125          ,80
201801   ,174          ,57
201604   ,195          ,16
201511   ,052          ,18
202003   ,103          ,3
201509   ,139          ,9
201909   ,144          ,6
201904   ,062          ,52
202002   ,186          ,22
201509   ,105          ,8
201805   ,145          ,2
201605   ,085          ,12
201610   ,115          ,1
201907   ,038          ,5
201510   ,027          ,8
201912   ,138          ,65
201605   ,175          ,11
201504   ,164          ,14
201906   ,093          ,1
201707   ,104          ,11
201908   ,025          ,26
201509   ,092          ,4
201507   ,194          ,8
202002   ,105          ,1
201511   ,170          ,2
201508   ,024          ,2
201601   ,127          ,3
201806   ,152          ,3
201908   ,028          ,2
201706   ,028          ,2
201908   ,052          ,2
202005   ,052          ,1
201704   ,036          ,1207
201704   ,057          ,855
201611   ,164          ,42
201702   ,031          ,132
201702   ,021          ,32
201611   ,052          ,14
201708   ,092          ,11
201611   ,113          ,7
201706   ,016          ,31
201706   ,022          ,21
201706   ,130          ,217
201704   ,052          ,14
201610   ,160          ,270
202003   ,057          ,246
201610   ,144          ,6
201612   ,143          ,37
201512   ,036          ,993
201608   ,063          ,10
201608   ,105          ,4
201510   ,010          ,2127
201512   ,042          ,1492
201508   ,110          ,344
201511   ,060          ,341
201604   ,186          ,53
201708   ,037          ,1
201805   ,071          ,456
201805   ,160          ,123
201805   ,191          ,36
201805   ,050          ,198
201707   ,181          ,14
201705   ,190          ,832
201805   ,011          ,45
201803   ,130          ,334
201803   ,138          ,66
201807   ,075          ,24
201807   ,081          ,14
201802   ,010          ,2784
201802   ,070          ,257
201705   ,060          ,188
201605   ,071          ,364
201810   ,012          ,435
201810   ,154          ,48
201911   ,073          ,56
201911   ,084          ,339
201706   ,175          ,9
201902   ,044          ,237
201705   ,086          ,8
201910   ,087          ,154
201812   ,021          ,15
201507   ,104          ,5
201509   ,017          ,157
201504   ,166          ,3
201508   ,125          ,66
201712   ,112          ,537
201712   ,051          ,1733
201709   ,115          ,3
201607   ,013          ,585
201607   ,138          ,193
201608   ,122          ,3
201607   ,074          ,4
201711   ,012          ,480
201711   ,085          ,1
201811   ,182          ,37
201811   ,037          ,3
201907   ,193          ,147
201907   ,026          ,114
201809   ,081          ,23
201908   ,090          ,414
201908   ,056          ,51
201810   ,101          ,9
202001   ,130          ,219
201804   ,062          ,21
201912   ,071          ,289
201912   ,131          ,6
201506   ,086          ,6
201911   ,034          ,1
202003   ,032          ,3
201807   ,091          ,1
201505   ,131          ,22
201909   ,030          ,450
201904   ,033          ,88
201904   ,154          ,46
201504   ,011          ,35
201704   ,116          ,3
201710   ,034          ,3
201502   ,138          ,35
201605   ,011          ,30
201805   ,166          ,6
201606   ,133          ,2
201712   ,025          ,16
201507   ,122          ,7
201811   ,124          ,16
201602   ,134          ,2
201506   ,131          ,6
201808   ,024          ,2
201508   ,140          ,15
202002   ,153          ,2
201505   ,139          ,4
201804   ,183          ,2
201804   ,091          ,1
201605   ,124          ,31
201904   ,145          ,6
201610   ,038          ,1
201501   ,112          ,3
201902   ,106          ,1
201607   ,064          ,5
202002   ,092          ,2
201706   ,121          ,2
201910   ,034          ,1
201505   ,085          ,2
201910   ,133          ,1
201512   ,123          ,1
201605   ,134          ,1
201606   ,201          ,1
201510   ,105          ,1
202004   ,057          ,234
202004   ,111          ,199
202004   ,139          ,2
201704   ,120          ,560
201611   ,046          ,1133
201511   ,173          ,532
201611   ,015          ,36
201611   ,080          ,261
201701   ,193          ,318
201701   ,141          ,342
202003   ,036          ,518
201611   ,129          ,13
201608   ,041          ,79
201706   ,174          ,46
201702   ,133          ,4
201703   ,070          ,298
201703   ,203          ,11
201609   ,130          ,321
201612   ,090          ,557
201511   ,040          ,1717
201503   ,100          ,138
201504   ,128          ,32
201605   ,190          ,789
201607   ,017          ,558
202005   ,060          ,5
201708   ,039          ,7
201709   ,138          ,84
201703   ,082          ,17
201805   ,036          ,1014
201611   ,037          ,1
201707   ,105          ,6
201805   ,052          ,10
201801   ,052          ,22
201905   ,125          ,68
201905   ,104          ,18
201803   ,128          ,39
201807   ,186          ,19
201804   ,040          ,1526
201804   ,036          ,915
201810   ,014          ,157
201710   ,040          ,1939
201811   ,043          ,1664
201902   ,060          ,224
201902   ,131          ,49
201901   ,012          ,401
201910   ,084          ,278
201910   ,143          ,18
201910   ,162          ,6
201808   ,160          ,102
201710   ,090          ,553
201901   ,163          ,32
201812   ,041          ,61
201505   ,141          ,147
201602   ,181          ,70
201510   ,086          ,40
201504   ,055          ,126
201504   ,014          ,90
201712   ,010          ,2184
201802   ,191          ,30
201903   ,071          ,266
201903   ,035          ,34
201903   ,037          ,11
201806   ,125          ,118
201811   ,071          ,235
201811   ,081          ,27
201809   ,013          ,289
201908   ,193          ,188
201908   ,021          ,20
201908   ,044          ,12
201810   ,145          ,3
202001   ,036          ,936
202002   ,192          ,38
201511   ,104          ,10
201510   ,011          ,35
201601   ,022          ,30
201506   ,017          ,118
201806   ,039          ,7
201912   ,127          ,20
201902   ,154          ,72
201911   ,129          ,21
201506   ,023          ,51
201604   ,022          ,42
202002   ,018          ,25
202002   ,124          ,36
201604   ,045          ,47
201909   ,150          ,14
201603   ,186          ,37
201602   ,129          ,28
201509   ,162          ,8
201603   ,063          ,14
201512   ,195          ,9
201602   ,163          ,12
201602   ,162          ,6
201908   ,150          ,16
201904   ,203          ,15
201810   ,115          ,2
202001   ,170          ,2
201504   ,170          ,2
201704   ,014          ,207
201703   ,180          ,159
201704   ,141          ,230
201704   ,114          ,139
201703   ,080          ,332
201611   ,194          ,15
201706   ,190          ,666
201702   ,112          ,407
201702   ,010          ,1966
201702   ,030          ,471
201702   ,141          ,256
201701   ,086          ,91
201707   ,060          ,233
201607   ,012          ,756
201708   ,090          ,393
201706   ,070          ,207
201606   ,051          ,2300
201610   ,017          ,225
201610   ,180          ,109
201610   ,125          ,61
202003   ,100          ,191
201703   ,164          ,54
201609   ,013          ,369
201609   ,151          ,1
201609   ,081          ,23
201706   ,144          ,7
201608   ,028          ,3
201503   ,042          ,1602
201508   ,112          ,271
201512   ,171          ,107
202005   ,073          ,4
201709   ,193          ,295
201703   ,133          ,20
201703   ,143          ,57
201805   ,054          ,14
201905   ,031          ,79
201802   ,061          ,153
201804   ,173          ,407
201802   ,043          ,1868
201802   ,090          ,603
201802   ,072          ,74
201803   ,052          ,22
201705   ,010          ,1862
201705   ,114          ,137
201810   ,114          ,238
201810   ,072          ,65
201905   ,011          ,14
201805   ,139          ,6
201601   ,030          ,451
201902   ,016          ,49
201808   ,073          ,102
201710   ,190          ,757
201901   ,130          ,236
201812   ,173          ,322
201510   ,171          ,76
201901   ,011          ,15
201711   ,036          ,1167
201709   ,081          ,15
201607   ,193          ,611
201802   ,143          ,9
201802   ,140          ,19
201903   ,012          ,373
201806   ,051          ,1668
201811   ,111          ,697
201803   ,202          ,25
201907   ,161          ,26
201712   ,081          ,73
201809   ,023          ,45
202002   ,084          ,298
202002   ,203          ,14
201505   ,160          ,128
201503   ,128          ,17
201602   ,150          ,32
201506   ,171          ,42
201607   ,091          ,1
201802   ,075          ,29
201912   ,111          ,421
201912   ,057          ,650
201912   ,025          ,5
201504   ,033          ,117
201710   ,032          ,26
201903   ,181          ,25
201903   ,166          ,1
201505   ,061          ,127
201510   ,056          ,18
201810   ,127          ,4
201801   ,131          ,24
202003   ,075          ,2
201909   ,193          ,299
201909   ,038          ,5
201909   ,186          ,41
201908   ,145          ,14
201904   ,180          ,61
201904   ,035          ,49
201802   ,194          ,6
201603   ,174          ,44
201901   ,170          ,4
201507   ,121          ,2
201509   ,022          ,39
201908   ,054          ,2
201906   ,181          ,20
201910   ,113          ,4
201901   ,039          ,1
201507   ,124          ,6
201806   ,175          ,2
202005   ,166          ,1
201804   ,184          ,3
201905   ,170          ,1
201809   ,123          ,1
201704   ,101          ,17
201511   ,145          ,40
201611   ,045          ,24
201707   ,081          ,57
201708   ,110          ,379
201707   ,064          ,4
201611   ,054          ,10
201706   ,071          ,382
201704   ,086          ,5
201610   ,162          ,5
201703   ,055          ,29
201609   ,115          ,2
201706   ,166          ,5
201612   ,050          ,313
201601   ,046          ,952
201607   ,171          ,97
201512   ,114          ,159
201605   ,172          ,527
201506   ,043          ,1596
201505   ,011          ,12
201512   ,172          ,274
201506   ,172          ,166
202005   ,012          ,4
201805   ,042          ,1554
201805   ,061          ,121
201805   ,033          ,93
201801   ,013          ,346
201905   ,080          ,203
201905   ,120          ,454
201905   ,173          ,421
201803   ,036          ,1248
201803   ,182          ,103
201803   ,017          ,287
201802   ,084          ,580
201705   ,072          ,126
201810   ,192          ,47
201911   ,190          ,613
201905   ,045          ,21
201805   ,016          ,19
201902   ,084          ,267
201705   ,186          ,43
201705   ,019          ,4
201808   ,043          ,1531
201808   ,111          ,397
201710   ,126          ,7
202005   ,081          ,1
201812   ,043          ,2202
201901   ,013          ,332
201901   ,023          ,80
201901   ,071          ,298
201512   ,130          ,205
201605   ,013          ,401
201701   ,063          ,2
201712   ,172          ,348
201712   ,044          ,8
201607   ,164          ,60
201803   ,038          ,7
201711   ,015          ,64
201711   ,112          ,664
201811   ,036          ,904
201907   ,010          ,1285
201907   ,111          ,443
201907   ,128          ,26
201809   ,045          ,17
201908   ,057          ,681
201908   ,154          ,73
201908   ,031          ,44
201908   ,191          ,11
202002   ,171          ,57
202002   ,125          ,43
201603   ,016          ,41
201601   ,114          ,163
201505   ,031          ,69
201912   ,026          ,174
201606   ,025          ,13
201604   ,033          ,79
201604   ,152          ,7
201603   ,181          ,13
201801   ,039          ,5
201504   ,154          ,44
201505   ,164          ,53
201909   ,081          ,21
201909   ,045          ,31
201801   ,127          ,8
201904   ,031          ,81
201710   ,038          ,1
201906   ,081          ,8
201602   ,035          ,38
201603   ,056          ,13
201603   ,062          ,42
201712   ,203          ,13
201812   ,143          ,21
201602   ,055          ,15
201906   ,133          ,6
201807   ,121          ,3
201510   ,025          ,18
201909   ,181          ,9
201912   ,074          ,2
201501   ,073          ,2
201602   ,086          ,5
201506   ,145          ,10
201804   ,170          ,4
201904   ,140          ,2
201501   ,017          ,4
201812   ,153          ,2
202001   ,133          ,4
201910   ,131          ,1
201903   ,038          ,1
201501   ,070          ,1
202001   ,183          ,5
201910   ,122          ,1
201502   ,194          ,1
202004   ,080          ,281
201611   ,162          ,7
201702   ,033          ,88
201701   ,180          ,139
201701   ,017          ,274
201701   ,070          ,224
201607   ,071          ,343
201707   ,073          ,90
201708   ,087          ,154
202003   ,061          ,55
201608   ,141          ,140
201608   ,160          ,133
201608   ,115          ,6
201708   ,101          ,4
201708   ,166          ,29
201704   ,181          ,10
201610   ,190          ,830
202003   ,154          ,27
201708   ,195          ,7
201609   ,010          ,2162
201609   ,075          ,17
201609   ,071          ,323
201605   ,120          ,867
201505   ,120          ,580
201511   ,181          ,234
201507   ,087          ,106
201504   ,070          ,275
201504   ,041          ,85
201511   ,050          ,308
201503   ,084          ,317
201805   ,070          ,195
201705   ,112          ,410
202005   ,173          ,9
201801   ,023          ,67
201801   ,026          ,182
201905   ,111          ,519
201905   ,026          ,104
201807   ,055          ,24
201804   ,180          ,150
201804   ,083          ,63
201802   ,083          ,162
201802   ,050          ,275
201802   ,033          ,95
201705   ,124          ,22
201810   ,081          ,24
201911   ,035          ,42
201911   ,145          ,3
201911   ,045          ,14
201902   ,141          ,175
201910   ,160          ,132
201910   ,060          ,211
201808   ,060          ,148
201808   ,041          ,94
201512   ,055          ,111
201712   ,052          ,26
201607   ,062          ,74
201903   ,154          ,44
201811   ,042          ,1443
201811   ,190          ,703
201811   ,114          ,144
201906   ,010          ,1359
202001   ,052          ,9
202001   ,127          ,3
201502   ,173          ,173
201605   ,063          ,11
201802   ,028          ,2
201808   ,185          ,1
202004   ,203          ,1
201606   ,114          ,181
201606   ,182          ,107
201507   ,073          ,105
202003   ,063          ,3
201807   ,011          ,27
201909   ,055          ,110
201909   ,202          ,5
201904   ,022          ,20
202002   ,025          ,4
201602   ,045          ,25
201512   ,035          ,33
201606   ,134          ,2
201605   ,153          ,8
201503   ,122          ,18
201908   ,153          ,7
201601   ,044          ,15
201812   ,128          ,25
201607   ,185          ,3
201605   ,163          ,35
201605   ,024          ,5
201508   ,045          ,9
201807   ,185          ,6
201505   ,053          ,14
201501   ,141          ,11
201912   ,106          ,1
201912   ,191          ,8
201502   ,056          ,5
201811   ,093          ,2
201510   ,032          ,3
201501   ,190          ,1
201503   ,027          ,3
201505   ,105          ,3
201901   ,123          ,4
201503   ,085          ,3
201909   ,034          ,2
202004   ,040          ,597
202004   ,073          ,167
201704   ,010          ,1941
201701   ,036          ,1041
201701   ,060          ,237
201701   ,026          ,121
201701   ,031          ,94
201701   ,122          ,11
201608   ,031          ,130
201608   ,057          ,660
201706   ,087          ,130
201703   ,190          ,926
201703   ,090          ,702
201510   ,046          ,806
201704   ,122          ,5
201708   ,150          ,38
201609   ,015          ,45
201609   ,012          ,441
201609   ,143          ,13
201706   ,092          ,3
201612   ,042          ,1692
201612   ,111          ,529
201607   ,112          ,632
201608   ,037          ,9
201603   ,012          ,459
201508   ,172          ,190
201603   ,061          ,127
201703   ,032          ,37
201805   ,083          ,82
201801   ,111          ,658
201801   ,031          ,121
201905   ,035          ,21
201905   ,033          ,54
201803   ,072          ,72
201807   ,083          ,100
201807   ,138          ,91
201807   ,101          ,27
201802   ,162          ,9
201802   ,161          ,150
201803   ,045          ,29
201803   ,124          ,19
201612   ,152          ,8
201512   ,021          ,29
201705   ,150          ,36
201705   ,028          ,4
201705   ,083          ,102
201911   ,016          ,38
201911   ,015          ,27
201902   ,194          ,25
201710   ,013          ,346
201710   ,138          ,58
201803   ,053          ,4
201511   ,042          ,1689
201507   ,060          ,199
201503   ,130          ,153
201602   ,174          ,31
201512   ,141          ,441
201901   ,161          ,32
201712   ,171          ,91
201712   ,087          ,141
201607   ,195          ,13
201607   ,152          ,17
201810   ,028          ,11
201711   ,115          ,1
201903   ,043          ,1382
201806   ,190          ,653
201806   ,115          ,3
201811   ,046          ,950
201811   ,080          ,236
201811   ,014          ,108
201907   ,133          ,6
201809   ,192          ,87
201908   ,062          ,74
202002   ,180          ,49
201503   ,171          ,49
201601   ,161          ,67
201604   ,125          ,51
201505   ,171          ,33
201606   ,129          ,13
201606   ,203          ,38
201804   ,143          ,21
201605   ,044          ,43
201710   ,075          ,8
201903   ,021          ,11
201903   ,063          ,19
201903   ,081          ,11
201604   ,182          ,81
202003   ,064          ,3
201502   ,120          ,173
201504   ,081          ,23
201807   ,131          ,11
201609   ,028          ,2
201505   ,064          ,7
201904   ,141          ,187
201710   ,127          ,6
201906   ,087          ,111
201906   ,112          ,191
201906   ,072          ,117
201906   ,105          ,8
201603   ,052          ,8
201705   ,038          ,2
201910   ,191          ,8
201605   ,194          ,32
201805   ,113          ,2
201509   ,195          ,4
201909   ,166          ,2
201812   ,124          ,8
201602   ,052          ,11
201605   ,144          ,8
201807   ,105          ,1
201812   ,115          ,1
201503   ,025          ,7
201811   ,127          ,8
201502   ,101          ,2
201808   ,175          ,2
201502   ,133          ,1
201512   ,121          ,2
201711   ,166          ,2
202004   ,053          ,3
201704   ,192          ,94
201611   ,101          ,39
201611   ,203          ,24
201611   ,041          ,125
